Location Names, Colombo Met Station, Awissawella
Location Ids,Colombo,Awissawella
Time,Rainfall,Rainfall
2008-04-01 00:00:00,0,0
2008-04-02 00:00:00,35.2,35.2
2008-04-03 00:00:00,22.36,22.36
2008-04-04 00:00:00,14.3,14.3
2008-04-05 00:00:00,12.92,12.92
2008-04-06 00:00:00,11.14,11.14
2008-04-07 00:00:00,18.8,18.8
2008-04-08 00:00:00,44.98,44.98
2008-04-09 00:00:00,25.82,25.82
2008-04-10 00:00:00,15.56,15.56
